number,trade_name,address,council,date_of_offence,offence_code,nature,penalty,party_served,date_served,issuer
7633045741,NOYPI ASIAN GROCERIES,322 BEAMISH STREET CAMPSIE 2194,Canterbury-Bankstown,05-10-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warnings given,$880 ,NOYPITZ PTY LTD,--,Canterbury-Bankstown Council
3087881400,NUT & COFFEE CO.,98A - 114 BURWOOD ROAD BURWOOD 2134,Burwood,17-02-16,11322 - Sell food that is unsuitable - Individual,Sell food that is unsuitable,$660 ,"ALFAS, MOHAMMAD",19-02-16,Burwood Council
3147734563,OAMJAI THAI CUISINE,4/848 PITTWATER ROAD DEE WHY 2099,Northern Beaches,05-07-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to have a temperature measuring device at the premises where potentially hazardous food is handled - previous warning given,$440 ,"PITAK, WARUNEE",12-07-16,Warringah Council
7671714280,OCEAN SHORES TAVERN,80 RAJAH ROAD OCEAN SHORES 2483,Byron,17-02-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,$440 ,"MCGRATH, BRYAN ROBERT",22-02-16,Byron Shire Council
3122659641,OISHII SUSHI RAIL,"SHOP 4, 361 HARBOUR DRIVE COFFS HARBOUR 2450",Coffs Harbour,29-11-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness,$440 ,"HA, MINH THANG",01-12-16,Coffs Harbour City Council
3122659650,OISHII SUSHI RAIL,"SHOP 4, 361 HARBOUR DRIVE COFFS HARBOUR 2450",Coffs Harbour,29-11-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to store potentially hazardous food under temperature control,$440 ,"HA, MINH THANG",01-12-16,Coffs Harbour City Council
3107524889,OK SUPERMARKET,266 LIVERPOOL ROAD ASHFIELD 2131,Ashfield,01-03-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to prevent pests entering the food premises - previous warnings given,$880 ,OK TRADING COMPANY PTY LTD,01-03-16,Ashfield Council
3107524970,OK SUPERMARKET,266 LIVERPOOL ROAD ASHFIELD 2131,Ashfield,07-04-16,11323 - Sell food that is unsuitable - Corporation,Sale of unsuitable food,"$1,320 ",OK TRADING COMPANY PTY LTD,07-04-16,Ashfield Council
3120490589,OK SUPERMARKET,266 LIVERPOOL ROAD ASHFIELD 2131,Inner West,09-08-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to, when displaying food, take all practicable measures to protect the food from the likelihood of contaminationandards Code - previous warning given",$880 ,OK TRADING COMPANY PTY LTD,10-08-16,Ashfield Council
3120490598,OK SUPERMARKET,266 LIVERPOOL ROAD ASHFIELD 2131,Inner West,09-08-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warning given,$880 ,OK TRADING COMPANY PTY LTD,10-08-16,Ashfield Council
3132275246,OLA LOLA,TEMPORARY FOOD STALL CROWN STREET MALL WOLLONGONG 2500,Wollongong,19-05-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain easily accessible hand washing facilities on the food premises - no supply of soap or single use paper towels,$880 ,MCHV GROUP PTY LTD,20-05-16,Wollongong City Council
3139660215,OLE PORTUGUESE CHICKEN,142 ANZAC PARADE KENSINGTON 2033,Randwick,02-08-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to take all practicable measures to eradicate and prevent the harbourage of pests - presence of pests, previous warnings given",$880 ,VINA ENTERPRISE PTY LTD,26-08-16,Randwick City Council
3139660224,OLE PORTUGUESE CHICKEN,1/442 - 444 BUNNERONG ROAD MATRAVILLE 2036,Randwick,10-08-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - presence of pests,$880 ,FORTUNA GROUP PTY LTD,26-08-16,Randwick City Council
3139660536,OLIVER BROWN,319 ANZAC PARADE KINGSFORD 2032,Randwick,28-10-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warnings given,$880 ,KL KINGSFORD OB PTY LTD,20-12-16,Randwick City Council
3108246094,OLIVER BROWN,191-201 PITT STREET MERRYLANDS 2160,Holroyd,14-03-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,$880 ,FRANCK PTY LTD,--,Holroyd City Council
3108246470,OLIVER BROWN,191-201 PITT STREET MERRYLANDS 2160,Holroyd,07-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain easily accessible hand washing facilities on the food premises - previous warning given,$880 ,FRANCK PTY LTD,08-04-16,Holroyd City Council
3108246489,OLIVER BROWN,191-201 PITT STREET MERRYLANDS 2160,Holroyd,07-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure the fixtures and fittings are designed and constructed so they can be easily and effectively cleaned,$880 ,FRANCK PTY LTD,08-04-16,Holroyd City Council
3108246498,OLIVER BROWN,191-201 PITT STREET MERRYLANDS 2160,Holroyd,07-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warning given,$880 ,FRANCK PTY LTD,08-04-16,Holroyd City Council
3108246507,OLIVER BROWN,191-201 PITT STREET MERRYLANDS 2160,Holroyd,07-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warning given,$880 ,FRANCK PTY LTD,08-04-16,Holroyd City Council
3108289856,OLIVER BROWN,"SHOP 32, 11-23 THE BOULEVARDE STRATHFIELD 2135",Strathfield,03-05-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to have a temperature measuring device at the premises where potentially hazardous food is handled,$880 ,OLIVER BROWN STRATHFIELD PTY LTD,17-05-16,Strathfield Municipal Council
3108515457,OLIVER BROWN HORNSBY,"SHOP 2034, 236 PACIFIC HIGHWAY HORNSBY 2077",Hornsby,14-12-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - warm running water - single use towel - previous warnings given,$880 ,COFFEEKONG SAM PTY LTD,15-12-16,Hornsby Shire Council
3161223120,OPPENHEIMER,5/107 CARNARVON STREET SILVERWATER 2128,Parramatta,20-10-16,11329 - Sell food packaged/labelled that falsely describes the food - Corporation,Sale of food labelled in contravention to Food Standards Code,"$1,540 ",OPPENHEIMER PTY LTD,19-12-16,NSW Food Authority
3123940280,ORCHID PERSIAN RESTAURANT,342-346 PACIFIC HIGHWAY CROWS NEST 2065,North Sydney,08-06-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warning given,$880 ,ORCHID PERSIAN RESTAURANT PTY LTD,16-06-16,North Sydney City Council
3123940299,ORCHID PERSIAN RESTAURANT,342-346 PACIFIC HIGHWAY CROWS NEST 2065,North Sydney,08-06-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warning given",$880 ,ORCHID PERSIAN RESTAURANT PTY LTD,16-06-16,North Sydney City Council
3123940308,ORCHID PERSIAN RESTAURANT,342-346 PACIFIC HIGHWAY CROWS NEST 2065,North Sydney,08-06-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition,$880 ,ORCHID PERSIAN RESTAURANT PTY LTD,16-06-16,North Sydney City Council
3123940317,ORCHID PERSIAN RESTAURANT,342-346 PACIFIC HIGHWAY CROWS NEST 2065,North Sydney,08-06-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - single use towels - soap,$880 ,ORCHID PERSIAN RESTAURANT PTY LTD,16-06-16,North Sydney City Council
7250542741,ORIENTAL DUMPLING KING,"SHOP B12, 413-415 SUSSEX STREET HAYMARKET 2000",Sydney,03-02-17,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness - previous warning given,$440 ,"LIU, XUEYAN",06-02-17,City of Sydney Council
7250542750,ORIENTAL DUMPLING KING,"SHOP B12, 413-415 SUSSEX STREET HAYMARKET 2000",Sydney,03-02-17,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warning given",$440 ,"LIU, XUEYAN",06-02-17,City of Sydney Council
3108515392,ORIENTAL LAM,"SHOP FC 5, 236 PACIFIC HIGHWAY HORNSBY 2077",Hornsby,17-11-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store potentially hazardous food under temperature control - previous warnings given,$880 ,ORIENTAL LAM PTY LTD,18-11-16,Hornsby Shire Council
3161223048,OYSTER 1,WATT CREEK LOT 42 PACIFIC HIGHWAY Nambucca Heads 2456,Nambucca,01-08-16,11372 - Not comply with requirements of food safety scheme - Individual,Fail to comply with the requirements of a food safety scheme - harvest oysters for human consumption from a closed harvest area,$660 ,"DONOHOE, ANTHONY",24-11-16,NSW Food Authority
3071905459,OZEKI SUSHI,SHOP G-073/345 VICTORIA AVENUE CHATSWOOD 2067,Willoughby,01-06-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warning given,$880 ,OZEKI MANAGEMENT PTY LTD,21-06-16,Willoughby City Council
3071905468,OZEKI SUSHI,SHOP G-073/345 VICTORIA AVENUE CHATSWOOD 2067,Willoughby,01-06-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to ensure hand washing facilities are only used for the washing of hands, arms and face - previous warning given",$880 ,OZEKI MANAGEMENT PTY LTD,21-06-16,Willoughby City Council
3071905477,OZEKI SUSHI,SHOP G-073/345 VICTORIA AVENUE CHATSWOOD 2067,Willoughby,01-06-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain at or near each hand washing facility a supply of - single use towels, previous warning given",$880 ,OZEKI MANAGEMENT PTY LTD,21-06-16,Willoughby City Council
3071905486,OZEKI SUSHI,SHOP G-073/345 VICTORIA AVENUE CHATSWOOD 2067,Willoughby,01-06-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warning given,$880 ,OZEKI MANAGEMENT PTY LTD,21-06-16,Willoughby City Council
3071905495,OZEKI SUSHI,SHOP G-073/345 VICTORIA AVENUE CHATSWOOD 2067,Willoughby,01-06-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warning given",$880 ,OZEKI MANAGEMENT PTY LTD,21-06-16,Willoughby City Council
3071905504,OZEKI SUSHI,SHOP G-073/345 VICTORIA AVENUE CHATSWOOD 2067,Willoughby,01-06-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition - previous warning given,$880 ,OZEKI MANAGEMENT PTY LTD,21-06-16,Willoughby City Council
3124716403,OZFUSS CAFE AND RESTAURANT,121 ENMORE ROAD ENMORE 2042,Marrickville,05-05-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination,$880 ,NEPAL PTY LTD,11-05-16,Marrickville Municipal Council
3072000920,OZI DESI INDIAN RESTAURANT,4 BLAMEY STREET REVESBY 2212,Bankstown,24-05-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,$880 ,RAHEJA VINAYAH ENTERPRISE PTY LTD,26-05-16,Bankstown City Council
3072000939,OZI DESI INDIAN RESTAURANT,4 BLAMEY STREET REVESBY 2212,Bankstown,24-05-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,$880 ,RAHEJA VINAYAH ENTERPRISE PTY LTD,26-05-16,Bankstown City Council
7250540660,P L CAFE,941-953 BOURKE STREET WATERLOO 2017,Sydney,05-12-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,$880 ,P & L UNIVERSE HOLDINGS PTY LTD,06-12-16,City of Sydney Council
3108515237,PAKWAAN INDIAN DELICACY,SHOP/236 PACIFIC HIGHWAY HORNSBY 2077,Hornsby,28-07-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to ensure that persons undertaking or supervising food handling operations have skills and knowledge in food safety and food hygiene matters - previous warning given,$440 ,"AHLUWALIA, AJAY",04-08-16,Hornsby Shire Council
3120571603,PALMS PACIFIC SUPERMARKET,"SHOP 5, 60 HAROLD STREET MACQUARIE FIELDS 2564",Campbelltown,11-08-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store potentially hazardous food under temperature control,$880 ,PALMS PACIFIC SUPERMARKET PTY LTD,--,Campbelltown City Council
3120571594,PALMS PACIFIC SUPERMARKET,"SHOP 5, 60 HAROLD STREET MACQUARIE FIELDS 2564",Campbelltown,11-08-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination,$880 ,PALMS PACIFIC SUPERMARKET PTY LTD,--,Campbelltown City Council
3123940564,PAPAYA THAI CAMMERAY,SHOP TO3/508 MILLER STREET CAMMERAY 2062,North Sydney,23-08-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - warm running water - previous warnings given,$880 ,PAPAYA GROUP PTY LTD,24-08-16,North Sydney City Council
3107542011,PAPPAS NUTHOUSE CAFE,"SHOP 12, 3 ALDGATE STREET PROSPECT 2148",Blacktown,29-06-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to have a temperature measuring device at the premises where potentially hazardous food is handled - previous warning given,$440 ,"BETHAM, RICHI",11-07-16,Blacktown City Council
3107542020,PAPPAS NUTHOUSE CAFE,"SHOP 12, 3 ALDGATE STREET PROSPECT 2148",Blacktown,29-06-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to have a temperature measuring device at the premises where potentially hazardous food is handled - previous warning given,$440 ,"TAVITA, ANANIA",11-07-16,Blacktown City Council
3124716394,PARIS BAKERY,224 MARRICKVILLE ROAD MARRICKVILLE 2204,Marrickville,05-05-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness,$440 ,"LIM, KIMLENG",10-05-16,Marrickville Municipal Council
3108245901,PATEL BROTHERS INDIA TOWN,86-96 STATION STREET WENTWORTHVILLE 2145,Holroyd,06-02-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to prevent pests entering the food premises,$880 ,PATEL BROTHER REAL ESTATE PTY LTD,08-02-16,Holroyd City Council
3108245910,PATEL BROTHERS INDIA TOWN,86-96 STATION STREET WENTWORTHVILLE 2145,Holroyd,06-02-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,$880 ,PATEL BROTHERS REAL ESTATE PTY LTD,08-02-16,Holroyd City Council
3108245920,PATEL BROTHERS INDIA TOWN,86-96 STATION STREET WENTWORTHVILLE 2145,Holroyd,06-02-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain easily accessible hand washing facilities on the food premises,$880 ,PATEL BROTHERS REAL ESTATE PTY LTD,08-02-16,Holroyd City Council
3108245939,PATEL BROTHERS INDIA TOWN,86-96 STATION STREET WENTWORTHVILLE 2145,Holroyd,06-02-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination,$880 ,PATEL BROTHERS REAL ESTATE PTY LTD,08-02-16,Holroyd City Council
3081007537,PEKING RESTAURANT,"SHOP 2, 7 RIDER BOULEVARD RHODES 2138",Canada Bay,07-04-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain at or near each hand washing facility a supply of - soap, previous warning given",$880 ,CHAO MA PTY LTD,02-05-16,City of Canada Bay Council
3081007546,PEKING RESTAURANT,"SHOP 2, 7 RIDER BOULEVARD RHODES 2138",Canada Bay,07-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination,$880 ,CHAO MA PTY LTD,02-05-16,City of Canada Bay Council
3108248166,PENDLE HILL FISH MARKET,121 PENDLE WAY PENDLE HILL 2145,Cumberland,07-11-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warnings given,$880 ,TSS EXPORTS AND IMPORTS PTY LTD,12-12-16,Holroyd City Council
